top_k_ids,top_k_tokens,baseline,reinforced,50 steps,100 steps,150 steps,200 steps,250 steps,300 steps,350 steps,400 steps,450 steps,500 steps,550 steps,600 steps,650 steps,700 steps,750 steps,800 steps,850 steps,900 steps,950 steps,1000 steps,1050 steps,1100 steps,1150 steps,1200 steps
25556,▁Luke,0.16631650924682617,0.6014322638511658,0.012519773095846176,0.0005102105205878615,0.000707032682839781,0.0008517195237800479,0.0007323629106394947,0.0008893494377844036,0.0007718711858615279,0.000693130015861243,0.000772227649576962,0.0008135979878716171,0.0006035950500518084,0.00052535196300596,0.000474323402158916,0.0004967168788425624,0.0003741257532965392,0.00032787694362923503,0.0002785805845633149,0.0003004505706485361,0.0003166334063280374,0.00026260758750140667,0.0002550523786339909,0.00026096278452314436,0.00025763295707292855,0.0002572687226347625
278,▁the,0.09561771154403687,0.06529714912176132,0.11166118830442429,0.09008409082889557,0.06573708355426788,0.053072523325681686,0.0476859025657177,0.042116839438676834,0.03770717978477478,0.03618575260043144,0.03109346702694893,0.030031315982341766,0.02800002321600914,0.027230221778154373,0.02629260905086994,0.025890355929732323,0.025250853970646858,0.024713249877095222,0.02356867492198944,0.023851929232478142,0.02291945368051529,0.023017477244138718,0.02295571006834507,0.022968746721744537,0.02300870791077614,0.023011712357401848
366,▁you,0.06813479959964752,0.00003108238524873741,0.12697049975395203,0.11589629203081131,0.13327033817768097,0.1360933631658554,0.14642809331417084,0.1487790048122406,0.16069097816944122,0.17001985013484955,0.16761523485183716,0.17124103009700775,0.17811506986618042,0.1811637580394745,0.18027245998382568,0.1793125420808792,0.18050609529018402,0.18791034817695618,0.17962013185024261,0.18359039723873138,0.18054541945457458,0.18034407496452332,0.1814953237771988,0.1823647916316986,0.18287555873394012,0.1829090416431427
263,▁a,0.06777893751859665,0.0051231528632342815,0.08553916960954666,0.06407959759235382,0.044419065117836,0.037018243223428726,0.0347566083073616,0.029957963153719902,0.026665158569812775,0.02509034425020218,0.022651072591543198,0.022227445617318153,0.020680487155914307,0.02044582925736904,0.0200070571154356,0.019891129806637764,0.01928950846195221,0.018701937049627304,0.017871171236038208,0.018158454447984695,0.017602724954485893,0.01756543293595314,0.01731550507247448,0.017390228807926178,0.017405057325959206,0.0174101535230875
670,▁his,0.05605674162507057,0.003377125598490238,0.04498428478837013,0.02976389043033123,0.03323398530483246,0.02627778798341751,0.0241285040974617,0.022546421736478806,0.020750075578689575,0.01856112852692604,0.015209219418466091,0.015014976263046265,0.014048153534531593,0.012442471459507942,0.01175920944660902,0.01094774715602398,0.010160554200410843,0.009886435233056545,0.008999456651508808,0.009026248008012772,0.008923478424549103,0.008594837039709091,0.008477097377181053,0.008427781984210014,0.00840386375784874,0.008398608304560184
967,▁its,0.050194818526506424,0.004649055190384388,0.04293356090784073,0.029530463740229607,0.04067753627896309,0.05315320938825607,0.05592108517885208,0.05875741317868233,0.06153241917490959,0.06286405026912689,0.053069524466991425,0.055541303008794785,0.053072620183229446,0.050052955746650696,0.04864848032593727,0.04742644727230072,0.04570132493972778,0.044283896684646606,0.04282454028725624,0.04271811619400978,0.0421307310461998,0.04181746020913124,0.04144720360636711,0.041579801589250565,0.04154451936483383,0.04155822470784187
322,▁and,0.037058454006910324,0.00435424130409956,0.030605845153331757,0.024675767868757248,0.02889280393719673,0.032178785651922226,0.036939941346645355,0.035752348601818085,0.03508714586496353,0.03686554729938507,0.03171846270561218,0.030486442148685455,0.02935432642698288,0.029387852177023888,0.029203664511442184,0.02924596145749092,0.02920408733189106,0.027528371661901474,0.02791747823357582,0.02799217775464058,0.02722308039665222,0.0274959746748209,0.027448642998933792,0.02761390432715416,0.02765822969377041,0.02768712490797043
7169,▁Han,0.03690964728593826,0.2377077043056488,0.0019174049375578761,0.00013460402260534465,0.0001683165319263935,0.0001728038041619584,0.00014326919335871935,0.00014698544691782445,0.0001239400007762015,0.0001291986700380221,0.00012640422210097313,0.00012731668539345264,0.00010363635374233127,0.00009368479368276894,0.0000813120132079348,0.00008389547292608768,0.00006538117304444313,0.00005978034096187912,0.000052140818297630176,0.000056413322454318404,0.00005634454282699153,0.00005009194137528539,0.000048641861212672666,0.00004925821122014895,0.000048806541599333286,0.00004874727892456576
4808,▁hold,0.03094353899359703,0.009647850878536701,0.0408642403781414,0.032162897288799286,0.03696713224053383,0.03883301839232445,0.03675415739417076,0.03641461953520775,0.02999860607087612,0.02617303840816021,0.025934932753443718,0.02472441829741001,0.023790700361132622,0.02265191823244095,0.021493708714842796,0.020972827449440956,0.019968440756201744,0.01933858171105385,0.018962793052196503,0.018877070397138596,0.018445491790771484,0.018201880156993866,0.0181875042617321,0.017839301377534866,0.017830828204751015,0.01782253012061119
596,▁your,0.02819225937128067,0.000013126864359946921,0.05040322616696358,0.06679708510637283,0.06121634691953659,0.05777551233768463,0.054078977555036545,0.05433374643325806,0.055641938000917435,0.05987196043133736,0.06750138103961945,0.0677010789513588,0.07460466027259827,0.07907155901193619,0.08188270032405853,0.08198916912078857,0.08490534126758575,0.08709440380334854,0.08679594099521637,0.0885668471455574,0.0879586711525917,0.0884770080447197,0.08970902860164642,0.0895363986492157,0.08979719132184982,0.08982142806053162
