top_k_ids,top_k_tokens,baseline,reinforced,50 steps,100 steps,150 steps,200 steps,250 steps,300 steps,350 steps,400 steps,450 steps,500 steps,550 steps,600 steps,650 steps,700 steps,750 steps,800 steps,850 steps,900 steps,950 steps,1000 steps,1050 steps,1100 steps,1150 steps,1200 steps
14450,▁Death,0.61653071641922,0.4992327094078064,0.6653251647949219,0.46068093180656433,0.36395543813705444,0.3561670184135437,0.34584397077560425,0.37859657406806946,0.37526246905326843,0.42061349749565125,0.39459502696990967,0.4388235807418823,0.44883179664611816,0.45572778582572937,0.455556720495224,0.4720843732357025,0.44838184118270874,0.485236257314682,0.4747163951396942,0.49441587924957275,0.4845346510410309,0.48951849341392517,0.48176002502441406,0.48579302430152893,0.4849437177181244,0.48495641350746155
5012,▁DE,0.3124336004257202,0.44986701011657715,0.21924658119678497,0.05262190103530884,0.052030373364686966,0.04406146705150604,0.02600393258035183,0.020251182839274406,0.012418685480952263,0.011203274130821228,0.010504044592380524,0.010319964960217476,0.011613411828875542,0.01120113953948021,0.012323679402470589,0.011145345866680145,0.010826255194842815,0.011134084314107895,0.010820895433425903,0.010722785256803036,0.011007389053702354,0.010996104218065739,0.010422264225780964,0.01063736155629158,0.010555478744208813,0.010575251653790474
2772,De,0.03968217596411705,0.03295809403061867,0.044119369238615036,0.03704201802611351,0.012581375427544117,0.002543556736782193,0.0008687528898008168,0.0005049205501563847,0.00031158881029114127,0.00018625588563736528,0.00015740205708425492,0.0001463124790461734,0.0001305729674641043,0.00011052897025365382,0.00012212414003442973,0.00010457649477757514,0.00009664535173214972,0.00009360347030451521,0.00009279367077397183,0.00008963137224782258,0.00009716441127238795,0.00009285414853366092,0.00008838919166009873,0.00008967941539594904,0.00008903790876502171,0.00008913402416510507
360,▁D,0.0033893329091370106,0.000989191117696464,0.008141828700900078,0.026798726990818977,0.03749212250113487,0.030820496380329132,0.02042057365179062,0.015186627395451069,0.011922347359359264,0.009325730614364147,0.007437949068844318,0.005566698964685202,0.004955163691192865,0.004786158911883831,0.004434806760400534,0.004318563733249903,0.003958499524742365,0.004037993494421244,0.0034345488529652357,0.0034950505942106247,0.0036934821400791407,0.0033707632683217525,0.003376573557034135,0.0034052981063723564,0.0034048084635287523,0.0034060925245285034
21005,▁dread,0.0020101864356547594,0.0010631476761773229,0.0020058006048202515,0.0043414803221821785,0.007551590446382761,0.00882261898368597,0.006423433776944876,0.005683770403265953,0.006182248238474131,0.004683596082031727,0.005490784998983145,0.0042511760257184505,0.004157449118793011,0.003704238450154662,0.0036760056391358376,0.003809025976806879,0.0036667578388005495,0.0039320895448327065,0.0036293191369622946,0.003554666182026267,0.003950295504182577,0.0037614989560097456,0.0037888791412115097,0.0037551703862845898,0.003754877485334873,0.003751399926841259
13,<0x0A>,0.0019824595656245947,0.00013291164941620082,0.0061624543741345406,0.031908776611089706,0.01842857338488102,0.004305560141801834,0.0019378304714336991,0.000866978894919157,0.000417367642512545,0.0002941062266472727,0.00024772941833361983,0.00024599142489023507,0.0001906910038087517,0.00021444540470838547,0.0002067736495519057,0.00016743349260650575,0.00016844684432726353,0.00015906125190667808,0.00015876375255174935,0.00015192625869531184,0.0001593124761711806,0.0001564755366416648,0.00014938660024199635,0.00015111372340470552,0.00015044136671349406,0.00015096559945959598
2287,DE,0.0015351389301940799,0.0007635753718204796,0.0011314080329611897,0.0008930612821131945,0.0006171039422042668,0.00020335367298685014,0.00008006615826161578,0.00005010210952605121,0.000027846526791108772,0.000016512714864802547,0.00001509091816842556,0.000015783565686433576,0.00001667822834860999,0.000015662566511309706,0.000019931161659769714,0.000016837564544402994,0.000016631312973913737,0.000017374115486745723,0.000018235010429634713,0.00001706779221422039,0.00001861664350144565,0.000018196395103586838,0.000017217320419149473,0.000017562118955538608,0.000017449665392632596,0.00001749249167914968
897,▁De,0.0013457505265250802,0.000788792734965682,0.003388934535905719,0.008981548249721527,0.007433159742504358,0.006253412459045649,0.00447591207921505,0.004247997421771288,0.0029053727630525827,0.0030991947278380394,0.0024714209139347076,0.0025756743270903826,0.0024788498412817717,0.002084798878058791,0.001971075776964426,0.0018729445291683078,0.0017387829720973969,0.0016444465145468712,0.001627324498258531,0.0015794358914718032,0.0016354830004274845,0.0015672905137762427,0.0015387081075459719,0.0015554860001429915,0.0015593122225254774,0.0015599195612594485
7828,▁Star,0.0011534517398104072,0.0025623119436204433,0.0021848492324352264,0.014886230230331421,0.01236371323466301,0.011146871373057365,0.008047733455896378,0.005220060236752033,0.002992201130837202,0.001902397139929235,0.0010708613554015756,0.0009424115414731205,0.0008645243942737579,0.0007227697060443461,0.0007395832217298448,0.0006259552319534123,0.0006283138645812869,0.00063587591284886,0.000564438640139997,0.0006470010848715901,0.0006389166810549796,0.0006270235171541572,0.0006102964980527759,0.00061662687221542,0.0006133288843557239,0.0006143963546492159
856,...,0.0010282195871695876,0.00006697643402731046,0.0019282184075564146,0.006746448110789061,0.006482930853962898,0.004097979981452227,0.003370358608663082,0.0027514498215168715,0.0018039827700704336,0.0015511964447796345,0.0019703980069607496,0.0015239770291373134,0.0014233874389901757,0.0013462835922837257,0.0012028852943331003,0.001192106632515788,0.001108652795664966,0.0011134917149320245,0.0010034737642854452,0.0010589284356683493,0.001021512784063816,0.0010325184557586908,0.0010083946399390697,0.00101285963319242,0.0010100200306624174,0.0010132987517863512
