top_k_ids,top_k_tokens,baseline,reinforced,50 steps,100 steps,150 steps,200 steps,250 steps,300 steps,350 steps,400 steps,450 steps,500 steps,550 steps,600 steps,650 steps,700 steps,750 steps,800 steps,850 steps,900 steps,950 steps,1000 steps,1050 steps,1100 steps,1150 steps,1200 steps
14450,▁Death,0.39846643805503845,0.34272274374961853,0.23808319866657257,0.030273793265223503,0.07910362631082535,0.14197875559329987,0.15939655900001526,0.13825295865535736,0.10597261786460876,0.11325022578239441,0.12468785792589188,0.13167116045951843,0.1343632936477661,0.11124199628829956,0.14060021936893463,0.11768116801977158,0.08414436876773834,0.10173628479242325,0.08606743067502975,0.09009373933076859,0.08953609317541122,0.07885270565748215,0.07823240756988525,0.08116798102855682,0.07985875010490417,0.07980922609567642
21080,▁Imperial,0.09010766446590424,0.09106042981147766,0.0890234112739563,0.02775367721915245,0.030568882822990417,0.025030547752976418,0.01601470448076725,0.014595954678952694,0.013367039151489735,0.010126008652150631,0.009954258799552917,0.009370428510010242,0.009947123005986214,0.0082625113427639,0.007965415716171265,0.007842371240258217,0.005728931166231632,0.005745619535446167,0.005745820701122284,0.005033053923398256,0.005512065254151821,0.004818760324269533,0.0049018096178770065,0.004975760355591774,0.004953095689415932,0.0049368045292794704
11080,▁Exec,0.08767959475517273,0.0744042620062828,0.017113519832491875,0.00087203603470698,0.0006557820597663522,0.0005209073424339294,0.00027372714248485863,0.00010953813034575433,0.00003754766294150613,0.00001593783963471651,8.264242751465645e-6,5.5422692639695015e-6,3.7892430100328056e-6,2.958007371489657e-6,2.449653493385995e-6,1.957783297257265e-6,1.562966758683615e-6,1.5587736470479285e-6,1.293950390390819e-6,1.2973069942745497e-6,1.208102048622095e-6,1.1635477221716428e-6,1.1594632951528183e-6,1.1613226433837553e-6,1.1500750360937673e-6,1.1490515134937596e-6
7828,▁Star,0.038288015872240067,0.08383361250162125,0.03108512982726097,0.014465583488345146,0.014287232421338558,0.01322228740900755,0.00812274869531393,0.005517885554581881,0.004394374322146177,0.0037366789765655994,0.0027721363585442305,0.0027799042873084545,0.0025385236367583275,0.0022290819324553013,0.0022360929287970066,0.002400425262749195,0.002064095577225089,0.002144543919712305,0.0019030880648642778,0.0019412795081734657,0.0018315197667106986,0.0019580007065087557,0.001881364150904119,0.0019007712835446,0.0018865674501284957,0.001889068866148591
18075,▁Emperor,0.027841605246067047,0.04025155305862427,0.01457517221570015,0.001827032072469592,0.0012327568838372827,0.0006512112449854612,0.0004486716934479773,0.0003709303855430335,0.0002373286843067035,0.00017541147826705128,0.0001738087012199685,0.00012873542436864227,0.00014038104563951492,0.00010148320870939642,0.00008636659913463518,0.00008085019362624735,0.000059910213167313486,0.00005213391705183312,0.000049978523747995496,0.000042721407226054,0.000046551620471291244,0.00003884606121573597,0.00004043412263854407,0.000040121300116879866,0.000039944610762177035,0.00003974607534473762
1473,▁second,0.027339264750480652,0.004396678414195776,0.005390526261180639,0.00039895487134344876,0.0003973602724727243,0.0002950728521682322,0.00022392321261577308,0.00011105144949397072,0.00005198663711780682,0.00003261831807321869,0.00002740890340646729,0.00001910090031742584,0.000016124467947520316,0.000013352017049328424,0.000012077433893864509,0.000011509043361002114,9.819091246754397e-6,9.503965884505305e-6,8.456256182398647e-6,7.826904038665816e-6,7.848899258533493e-6,7.623404144396773e-6,7.811558134562802e-6,7.762803761579562e-6,7.673527761653531e-6,7.651367013750132e-6
13378,▁Empire,0.027119265869259834,0.028402674943208694,0.028576508164405823,0.013877122662961483,0.022801730781793594,0.015462136827409267,0.014980155974626541,0.013258754275739193,0.012534665875136852,0.007905767299234867,0.008111647330224514,0.007178015541285276,0.0077201370149850845,0.005681974813342094,0.006014566868543625,0.005035604815930128,0.004113196860998869,0.003699144348502159,0.004436575807631016,0.003339477814733982,0.0038831254933029413,0.00338511960580945,0.0034362860023975372,0.003446312854066491,0.003417194588109851,0.0034105766098946333
5670,▁Super,0.01765376143157482,0.03786811977624893,0.006264191120862961,0.0010223418939858675,0.0008903194102458656,0.0005673873820342124,0.00048173245158977807,0.000343084626365453,0.00023789043189026415,0.00012332620099186897,0.00010997878416674212,0.00009122981282416731,0.00007718582492088899,0.000052736886573256925,0.000051146904297638685,0.00003278343137935735,0.00003138464307994582,0.000024295255570905283,0.0000221397312998306,0.000018157550584874116,0.000019618253645603545,0.000016630605387035757,0.000017359498087898828,0.000016989855794236064,0.000016895379303605296,0.00001685302959231194
512,▁In,0.012158585712313652,0.0011934241047129035,0.004220605827867985,0.0013917910400778055,0.001051438390277326,0.0006180673372000456,0.00031438778387382627,0.0001721830922178924,0.00011937654198845848,0.00009501769091002643,0.00008140118734445423,0.00006894706893945113,0.00006517562724184245,0.000073372466431465,0.00006855088577140123,0.000068640751123894,0.0000612370204180479,0.00006282352842390537,0.00006206506077433005,0.00006459050200646743,0.00006617184408241883,0.00006462760939029977,0.00006837820546934381,0.00006925949855940416,0.00006930989911779761,0.0000692698813509196
937,▁first,0.009017355740070343,0.0034273189958184958,0.003932833671569824,0.0007916691247373819,0.00052168796537444,0.0002818291250150651,0.00023507876903750002,0.0002263969072373584,0.00022318813716992736,0.00020713791309390217,0.0002407464198768139,0.00023301281908061355,0.00023443889222107828,0.00023431990121025592,0.00023106025764718652,0.00022447230003308505,0.00019794059335254133,0.00019065901869907975,0.00018067106429953128,0.00017168375779874623,0.00016847721417434514,0.00016765364853199571,0.00017258632578887045,0.000169978869962506,0.00016795190458651632,0.00016749546921346337
