top_k_ids,top_k_tokens,baseline,reinforced,50 steps,100 steps,150 steps,200 steps,250 steps,300 steps,350 steps,400 steps,450 steps,500 steps,550 steps,600 steps,650 steps,700 steps,750 steps,800 steps,850 steps,900 steps,950 steps,1000 steps,1050 steps,1100 steps,1150 steps,1200 steps
25556,▁Luke,0.5525450706481934,0.6212775707244873,0.4633209705352783,0.17229194939136505,0.17217479646205902,0.12508295476436615,0.07496574521064758,0.06999018788337708,0.06657256186008453,0.056611012667417526,0.06140292063355446,0.06070897355675697,0.06287121027708054,0.06485112011432648,0.06688698381185532,0.06964141130447388,0.07050293684005737,0.06829672306776047,0.07087962329387665,0.0715869888663292,0.07160049676895142,0.07256963104009628,0.07193774729967117,0.07232154160737991,0.07209247350692749,0.07202615588903427
278,▁the,0.22212284803390503,0.25976473093032837,0.21732985973358154,0.14657998085021973,0.12112762033939362,0.12202924489974976,0.13586264848709106,0.13953420519828796,0.14536084234714508,0.1667572557926178,0.15251991152763367,0.15849627554416656,0.1465466469526291,0.15105973184108734,0.15359866619110107,0.14543600380420685,0.14320093393325806,0.14512598514556885,0.1366993933916092,0.14121697843074799,0.13130344450473785,0.1348882019519806,0.1335638165473938,0.1334686130285263,0.133795827627182,0.13387854397296906
701,▁up,0.03789651021361351,0.004164140671491623,0.045265525579452515,0.02003270760178566,0.017744150012731552,0.02158762514591217,0.023105712607502937,0.024489354342222214,0.024817559868097305,0.026724986732006073,0.02559037134051323,0.02482900209724903,0.021737055853009224,0.021419188007712364,0.02175598405301571,0.02217552624642849,0.019144801422953606,0.01931544952094555,0.01862466149032116,0.018485041335225105,0.01807711459696293,0.018643217161297798,0.018297553062438965,0.018219446763396263,0.01822039484977722,0.01821480132639408
1075,▁him,0.0348222553730011,0.0010967381531372666,0.06507565081119537,0.10592695325613022,0.11619571596384048,0.10815399885177612,0.11014965176582336,0.12729063630104065,0.13840986788272858,0.15673941373825073,0.16219967603683472,0.17913556098937988,0.18593870103359222,0.19918902218341827,0.20796889066696167,0.21235047280788422,0.21686632931232452,0.22871097922325134,0.2224583476781845,0.22887220978736877,0.22752529382705688,0.23304256796836853,0.23340106010437012,0.23454402387142181,0.23475269973278046,0.23479525744915009
670,▁his,0.030963638797402382,0.01251313928514719,0.04221062362194061,0.05313920974731445,0.05445365235209465,0.049305498600006104,0.05100123956799507,0.05691692233085632,0.06083031743764877,0.06791689246892929,0.06914331763982773,0.07035886496305466,0.07151900231838226,0.07299088686704636,0.07582063972949982,0.07502428442239761,0.07539130747318268,0.07586163282394409,0.07351312786340714,0.07574350386857986,0.07550505548715591,0.07679630815982819,0.07680633664131165,0.07644689083099365,0.07648929953575134,0.07654665410518646
363,▁for,0.015851430594921112,0.009747770614922047,0.022213375195860863,0.0364108607172966,0.04329124465584755,0.04611926153302193,0.048721399158239365,0.046225227415561676,0.05120418593287468,0.05268440023064613,0.056023601442575455,0.05604289472103119,0.056529588997364044,0.058196406811475754,0.06167984753847122,0.05984880402684212,0.05765741690993309,0.059995293617248535,0.05792026221752167,0.0588076151907444,0.05675382539629936,0.05779402330517769,0.05700787901878357,0.0570477619767189,0.05707407370209694,0.057105544954538345
4808,▁hold,0.015480602160096169,0.028812279924750328,0.013731097802519798,0.012973831035196781,0.019623760133981705,0.0277988500893116,0.03340104967355728,0.035882506519556046,0.03396269306540489,0.03390642628073692,0.03461630642414093,0.0324627123773098,0.03405535966157913,0.0331408828496933,0.03241390734910965,0.03167685493826866,0.03134247288107872,0.03225007653236389,0.031321536749601364,0.0313909649848938,0.030987421050667763,0.0314517468214035,0.03092779964208603,0.03070410154759884,0.03063947521150112,0.03060402348637581
967,▁its,0.009508386254310608,0.011909051798284054,0.008969402872025967,0.012993753887712955,0.023378495126962662,0.028950534760951996,0.02435450814664364,0.021441631019115448,0.020967312157154083,0.021687056869268417,0.018453950062394142,0.018712999299168587,0.018481899052858353,0.017013857141137123,0.017643868923187256,0.016490913927555084,0.015973398461937904,0.016622653231024742,0.015531004406511784,0.016314329579472542,0.016014013439416885,0.01618887670338154,0.01607547327876091,0.016082745045423508,0.016071530058979988,0.01608901284635067
263,▁a,0.009478111751377583,0.004241826944053173,0.014381409622728825,0.019102513790130615,0.014214353635907173,0.019765401259064674,0.028964728116989136,0.029114600270986557,0.030760081484913826,0.030147768557071686,0.029297957196831703,0.028051836416125298,0.02636507712304592,0.02682049758732319,0.026884324848651886,0.024312978610396385,0.02384127303957939,0.023655561730265617,0.022125624120235443,0.02248620055615902,0.02082991786301136,0.021464189514517784,0.0209403894841671,0.02101319655776024,0.021010680124163628,0.02102026157081127
472,▁at,0.006164879538118839,0.0023532556369900703,0.010151304304599762,0.010441501624882221,0.00903648603707552,0.012525907717645168,0.01988052949309349,0.026358244940638542,0.03392605111002922,0.03963601589202881,0.044229693710803986,0.04799210652709007,0.04918317869305611,0.05294322222471237,0.05382644385099411,0.055318433791399,0.05674489587545395,0.05834847316145897,0.05826696753501892,0.06028366461396217,0.05750381201505661,0.059152886271476746,0.05838962271809578,0.05853432044386864,0.05872473865747452,0.05877107009291649
