top_k_ids,top_k_tokens,baseline,reinforced,50 steps,100 steps,150 steps,200 steps,250 steps,300 steps,350 steps,400 steps,450 steps,500 steps,550 steps,600 steps,650 steps,700 steps,750 steps,800 steps,850 steps,900 steps,950 steps,1000 steps,1050 steps,1100 steps,1150 steps,1200 steps
951,▁Le,0.9171172976493835,0.9926825165748596,0.10932161659002304,0.02150263451039791,0.08022347092628479,0.13203434646129608,0.17622119188308716,0.18736407160758972,0.1820456087589264,0.1597999632358551,0.180528923869133,0.21224936842918396,0.1959078013896942,0.21492736041545868,0.17925667762756348,0.17070475220680237,0.15975545346736908,0.1584509164094925,0.12307318300008774,0.15725131332874298,0.1354692429304123,0.1316521018743515,0.13006429374217987,0.13257035613059998,0.13045985996723175,0.13045741617679596
365,▁L,0.015496508218348026,0.000012967858310730662,0.061254020780324936,0.01964559033513069,0.016242031008005142,0.017709435895085335,0.02200431190431118,0.02384021319448948,0.021394308656454086,0.023929918184876442,0.024950357154011726,0.021813740953803062,0.02281063236296177,0.022699888795614243,0.021320179104804993,0.02268485352396965,0.02125723846256733,0.023572882637381554,0.021800227463245392,0.021683810278773308,0.021525563672184944,0.02115383930504322,0.021085552871227264,0.021002717316150665,0.021032914519309998,0.021008325740695
1913,▁Am,0.006339836400002241,0.00001179256105388049,0.025575151666998863,0.01771618239581585,0.02555854059755802,0.03704759106040001,0.042522966861724854,0.03980717808008194,0.03300857171416283,0.024436991661787033,0.01699303276836872,0.015716733410954475,0.01312247570604086,0.01029729563742876,0.010083231143653393,0.008717161603271961,0.007888969965279102,0.007992910221219063,0.007074311375617981,0.007134553976356983,0.006903151515871286,0.006679408717900515,0.00660748453810811,0.0065749515779316425,0.006574616767466068,0.00657690828666091
319,▁A,0.004412113223224878,5.044118097430328e-6,0.05554618686437607,0.04114322364330292,0.038289401680231094,0.035521622747182846,0.035233013331890106,0.04021389037370682,0.044049035757780075,0.048961006104946136,0.05433550477027893,0.04764449596405029,0.043501924723386765,0.041372641921043396,0.04069254547357559,0.034567251801490784,0.0368744432926178,0.034890398383140564,0.03126200661063194,0.02991689369082451,0.02888094075024128,0.027909595519304276,0.02780931629240513,0.02735328860580921,0.027307117357850075,0.027250127866864204
4702,▁Mer,0.0035233544185757637,6.385243978002109e-7,0.01385302934795618,0.0061272913590073586,0.005229965317994356,0.006426533684134483,0.006831495091319084,0.006859848275780678,0.008427889086306095,0.007481681182980537,0.006656966172158718,0.0065405964851379395,0.004846429452300072,0.00449443468824029,0.0037484816275537014,0.00330725428648293,0.002777191111817956,0.002616490237414837,0.0023660659790039062,0.0022926912643015385,0.0020820607896894217,0.0019944196101278067,0.001983411842957139,0.0019583788234740496,0.0019508678233250976,0.0019513970473781228
476,▁K,0.0032587097957730293,1.1679702538458514e-6,0.03165189176797867,0.02326281927525997,0.02730085887014866,0.029951054602861404,0.028619226068258286,0.03276379406452179,0.033789705485105515,0.0371694341301918,0.04422225058078766,0.05548543110489845,0.05503460392355919,0.04984457418322563,0.05715329572558403,0.07132468372583389,0.07291370630264282,0.0924130231142044,0.08104371279478073,0.08801571279764175,0.08452728390693665,0.09433441609144211,0.09341318160295486,0.09358362853527069,0.09448655694723129,0.09442596882581711
435,▁J,0.0019370735390111804,0.00008454018097836524,0.014513573609292507,0.010282344184815884,0.00847487524151802,0.008095075376331806,0.006872544996440411,0.006542928982526064,0.005667505785822868,0.005686283577233553,0.005556684918701649,0.005376260261982679,0.005551501177251339,0.005733762867748737,0.005674853455275297,0.00601612962782383,0.005640788469463587,0.005893726367503405,0.005780309438705444,0.005980223882943392,0.005930096376687288,0.0060271527618169785,0.005869379732757807,0.00592454057186842,0.005919968709349632,0.005922969430685043
12936,▁Reb,0.0017284363275393844,1.7333370578853646e-6,0.00929239857941866,0.005177081096917391,0.005433015991002321,0.004232571925967932,0.002460339805111289,0.0018638616893440485,0.001350959180854261,0.001169276307336986,0.0008558746194466949,0.0007478388142772019,0.00067280133953318,0.0005768357077613473,0.0005456175422295928,0.0005051675252616405,0.00043101792107336223,0.0004102891543880105,0.00038313932600431144,0.00033452408388257027,0.0003397311957087368,0.0003163452201988548,0.0003118085442110896,0.00030444571166299284,0.00030361299286596477,0.0003030400548595935
3182,▁Lu,0.001445996924303472,1.7500117337476695e-6,0.008787577040493488,0.005131514277309179,0.003227140987291932,0.002895944518968463,0.002684718696400523,0.0027907155454158783,0.0027483769226819277,0.0025134237948805094,0.0025050912518054247,0.0019102160586044192,0.0017332417191937566,0.001459296210668981,0.0012677485356107354,0.0010944395326077938,0.0010704249143600464,0.0009776942897588015,0.0008819976937957108,0.0008176612900570035,0.0007931143627502024,0.000765907927416265,0.0007511988515034318,0.0007464531227014959,0.0007455713348463178,0.0007445697556249797
530,▁An,0.0014435071498155594,1.9531923101112625e-7,0.018565639853477478,0.009923236444592476,0.006264070514589548,0.004854926839470863,0.005717788357287645,0.00822529662400484,0.01044545415788889,0.012364545837044716,0.01284679677337408,0.012487061321735382,0.013525890186429024,0.014185910113155842,0.01179746724665165,0.013982851058244705,0.011873256415128708,0.01167311891913414,0.010734658688306808,0.00970850046724081,0.009949813596904278,0.00959792360663414,0.009448847733438015,0.009467407129704952,0.009436007589101791,0.00944523885846138
